,name,iata,oaci,fleet_size,img_ext,timestamp
1293,SelectJet,JSL,,3,placeholder,2024-02-09 12:15:35.340320
1294,Sepehran Airlines,SHI,IS,11,https://images.flightradar24.com/assets/airlines/logotypes/303.png,2024-02-09 12:15:35.340320
1295,Serbia - Air Force,SRB,,3,placeholder,2024-02-09 12:15:35.340320
1296,Serene Air,SEP,ER,6,https://images.flightradar24.com/assets/airlines/logotypes/53.png,2024-02-09 12:15:35.340320
1297,Servizi Aerei,SNM,,3,placeholder,2024-02-09 12:15:35.340320
1298,Sevenair,RVP,,36,https://images.flightradar24.com/assets/airlines/logotypes/1797.png,2024-02-09 12:15:35.340320
1299,Severstal Aircompany,SSF,D2,8,https://www.flightradar24.com/static/images/data/operators/SSF_logo0.png,2024-02-09 12:15:35.340320
1300,SF Airlines,CSS,O3,86,https://images.flightradar24.com/assets/airlines/logotypes/1017.png,2024-02-09 12:15:35.340320
1301,Shandong Airlines,CDG,SC,135,https://images.flightradar24.com/assets/airlines/logotypes/335.png,2024-02-09 12:15:35.340320
1302,Shandong Dagao International Flight Academy,RXF,,1,placeholder,2024-02-09 12:15:35.340320
1303,Shanghai Airlines,CSH,FM,89,https://images.flightradar24.com/assets/airlines/logotypes/103.png,2024-02-09 12:15:35.340320
1304,Shenzhen Airlines,CSZ,ZH,199,https://images.flightradar24.com/assets/airlines/logotypes/133.png,2024-02-09 12:15:35.340320
1305,Shirak Avia,SHS,5G,2,placeholder,2024-02-09 12:15:35.340320
1306,Shree Airlines,SHA,N9,6,https://images.flightradar24.com/assets/airlines/logotypes/1034.png,2024-02-09 12:15:35.340320
1307,Shuttle America,TCF,S5,1,https://www.flightradar24.com/static/images/data/operators/TCF_logo0.png,2024-02-09 12:15:35.340320
1308,Sichuan Airlines,CSC,3U,195,https://www.flightradar24.com/static/images/data/operators/CSC_logo0.png,2024-02-09 12:15:35.340320
1309,Sideral Linhas Aereas,SID,,15,placeholder,2024-02-09 12:15:35.340320
1310,Sierra Charlie Aviation,SCA,,13,placeholder,2024-02-09 12:15:35.340320
1311,Sierra Pacific Airlines,SPA,SI,2,placeholder,2024-02-09 12:15:35.340320
1312,Sierra West Airlines,PKW,,10,https://images.flightradar24.com/assets/airlines/logotypes/1360.png,2024-02-09 12:15:35.340320
1313,Silesia Air,SUA,,3,https://images.flightradar24.com/assets/airlines/logotypes/1732.png,2024-02-09 12:15:35.340320
1314,Silk Way Airlines,AZQ,ZP,6,https://images.flightradar24.com/assets/airlines/logotypes/453.png,2024-02-09 12:15:35.340320
1315,Silk Way West Airlines,AZG,7L,14,https://images.flightradar24.com/assets/airlines/logotypes/1210.png,2024-02-09 12:15:35.340320
1316,Silkavia,USA,US,3,placeholder,2024-02-09 12:15:35.340320
1317,Silver Air,SIS,,13,https://images.flightradar24.com/assets/airlines/logotypes/1908.png,2024-02-09 12:15:35.340320
1318,Silver Air,SLD,,2,placeholder,2024-02-09 12:15:35.340320
1319,Silver Airways,SIL,3M,15,https://images.flightradar24.com/assets/airlines/logotypes/1238.png,2024-02-09 12:15:35.340320
1320,Silver Cloud Air,SCR,,7,https://images.flightradar24.com/assets/airlines/logotypes/1343.png,2024-02-09 12:15:35.340320
1321,Silverhawk Aviation,SLH,,26,https://images.flightradar24.com/assets/airlines/logotypes/477.png,2024-02-09 12:15:35.340320
1322,Singapore - Air Force,SAF,,38,placeholder,2024-02-09 12:15:35.340320
1323,Singapore Airlines,SIA,SQ,154,https://images.flightradar24.com/assets/airlines/logotypes/32.png,2024-02-09 12:15:35.340320
1324,Sirio,SIO,,3,https://images.flightradar24.com/assets/airlines/logotypes/1774.png,2024-02-09 12:15:35.340320
1325,Sirius Aero,CIG,SA,1,https://images.flightradar24.com/assets/airlines/logotypes/1345.png,2024-02-09 12:15:35.340320
1326,SKS Airways,SJB,KI,2,https://images.flightradar24.com/assets/airlines/logotypes/1819.png,2024-02-09 12:15:35.340320
1327,Sky Airline,SKU,H2,30,https://images.flightradar24.com/assets/airlines/logotypes/270.png,2024-02-09 12:15:35.340320
1328,Sky Angkor Airlines,SWM,ZA,7,https://images.flightradar24.com/assets/airlines/logotypes/957.png,2024-02-09 12:15:35.340320
1329,Sky Bus,HVY,,4,placeholder,2024-02-09 12:15:35.340320
1330,Sky Cana,SNA,RD,3,https://images.flightradar24.com/assets/airlines/logotypes/1890.png,2024-02-09 12:15:35.340320
1331,SKY express,SEH,GQ,25,https://images.flightradar24.com/assets/airlines/logotypes/1124.png,2024-02-09 12:15:35.340320
1332,Sky Helicopteros,HSY,,12,placeholder,2024-02-09 12:15:35.340320
1333,Sky KG Airlines,KGK,,3,placeholder,2024-02-09 12:15:35.340320
1334,Sky Lease Cargo,KYE,GG,2,https://www.flightradar24.com/static/images/data/operators/KYE_logo0.png,2024-02-09 12:15:35.340320
1335,Sky Mali,FML,ML,2,placeholder,2024-02-09 12:15:35.340320
1336,Sky Prime Aviation,SPD,,1,placeholder,2024-02-09 12:15:35.340320
1337,Sky Quest,ERY,,20,https://images.flightradar24.com/assets/airlines/logotypes/1884.png,2024-02-09 12:15:35.340320
1338,Sky Vision Airlines,SVI,,2,placeholder,2024-02-09 12:15:35.340320
1339,SkyAlps,SWU,BQ,6,https://images.flightradar24.com/assets/airlines/logotypes/2214.png,2024-02-09 12:15:35.340320
1340,Skyborne Airline Academy,SFY,,48,placeholder,2024-02-09 12:15:35.340320
1341,Skybus,IOS,,8,https://www.flightradar24.com/static/images/data/operators/IOS_logo0.png,2024-02-09 12:15:35.340320
1342,SkyCare,PHX,,17,placeholder,2024-02-09 12:15:35.340320
1343,SKYhigh Dominicana,SHH,DO,9,https://images.flightradar24.com/assets/airlines/logotypes/2013.png,2024-02-09 12:15:35.340320
1344,SkyJet Airlines,MSJ,M8,2,https://images.flightradar24.com/assets/airlines/logotypes/36.png,2024-02-09 12:15:35.340320
1345,Skyline Express,UTN,QU,9,https://images.flightradar24.com/assets/airlines/logotypes/681.png,2024-02-09 12:15:35.340320
1346,SkyLink Express,SLQ,,15,https://images.flightradar24.com/assets/airlines/logotypes/1241.png,2024-02-09 12:15:35.340320
1347,Skymark Airlines,SKY,BC,29,https://www.flightradar24.com/static/images/data/operators/SKY_logo0.png,2024-02-09 12:15:35.340320
1348,Skyside,SKV,,1,https://www.flightradar24.com/static/images/data/operators/SKV_logo0.png,2024-02-09 12:15:35.340320
1349,Skytaxi,IGA,TE,3,https://www.flightradar24.com/static/images/data/operators/IGA_logo0.png,2024-02-09 12:15:35.340320
1350,Skytrans,SKP,QN,12,https://images.flightradar24.com/assets/airlines/logotypes/1035.png,2024-02-09 12:15:35.340320
1351,SkyUp Airlines,SQP,PQ,10,https://images.flightradar24.com/assets/airlines/logotypes/165.png,2024-02-09 12:15:35.340320
1352,Skyward Express,SEW,OW,10,placeholder,2024-02-09 12:15:35.340320
1353,Skyway Enterprises,SKZ,,3,placeholder,2024-02-09 12:15:35.340320
1354,SkyWest Airlines,SKW,OO,26,https://www.flightradar24.com/static/images/data/operators/SKW_logo0.png,2024-02-09 12:15:35.340320
1355,SkyWest Charter,SCW,CW,16,https://images.flightradar24.com/assets/airlines/logotypes/2240.png,2024-02-09 12:15:35.340320
1356,Slam Lavori Aerei,SLJ,,2,placeholder,2024-02-09 12:15:35.340320
1357,Sloane Helicopters,SLN,,12,placeholder,2024-02-09 12:15:35.340320
1358,Slovakia - Air Force,SQF,,19,placeholder,2024-02-09 12:15:35.340320
1359,Smart Aviation,SME,,6,placeholder,2024-02-09 12:15:35.340320
1360,Smart Jet,SAH,,6,https://images.flightradar24.com/assets/airlines/logotypes/1784.png,2024-02-09 12:15:35.340320
1361,Smartavia,AUL,5N,13,https://images.flightradar24.com/assets/airlines/logotypes/61.png,2024-02-09 12:15:35.340320
1362,Smartline,SMG,,4,placeholder,2024-02-09 12:15:35.340320
1363,SmartLynx,ART,6Y,24,https://images.flightradar24.com/assets/airlines/logotypes/670.png,2024-02-09 12:15:35.340320
1364,SmartLynx Malta,LYX,2N,1,https://images.flightradar24.com/assets/airlines/logotypes/1624.png,2024-02-09 12:15:35.340320
1365,Smartwings,TVS,QS,36,https://images.flightradar24.com/assets/airlines/logotypes/613.png,2024-02-09 12:15:35.340320
1366,Solairus Aviation,TWY,,26,https://images.flightradar24.com/assets/airlines/logotypes/1888.png,2024-02-09 12:15:35.340320
1367,Solaseed Air,SNJ,6J,14,https://www.flightradar24.com/static/images/data/operators/SNJ_logo0.png,2024-02-09 12:15:35.340320
1368,Solenta Aviation,SET,,14,placeholder,2024-02-09 12:15:35.340320
1369,Solinair,SOP,ZS,1,https://images.flightradar24.com/assets/airlines/logotypes/382.png,2024-02-09 12:15:35.340320
1370,Solomon Airlines,SOL,IE,6,placeholder,2024-02-09 12:15:35.340320
1371,Somon Air,SMR,SZ,8,https://images.flightradar24.com/assets/airlines/logotypes/422.png,2024-02-09 12:15:35.340320
1372,Sounds Air,SDA,,7,https://images.flightradar24.com/assets/airlines/logotypes/1253.png,2024-02-09 12:15:35.340320
1373,South Africa - Air Force,LMG,,14,placeholder,2024-02-09 12:15:35.340320
1374,South African Airways,SAA,SA,13,https://images.flightradar24.com/assets/airlines/logotypes/56.png,2024-02-09 12:15:35.340320
1375,Southern Air Charter,SOA,PL,2,https://images.flightradar24.com/assets/airlines/logotypes/1148.png,2024-02-09 12:15:35.340320
1376,Southern Airways Express,FDY,9X,47,https://images.flightradar24.com/assets/airlines/logotypes/1380.png,2024-02-09 12:15:35.340320
1377,Southwest Airlines,SWA,WN,820,https://images.flightradar24.com/assets/airlines/logotypes/395.png,2024-02-09 12:15:35.340320
1378,Southwind Airlines,STW,2S,12,https://images.flightradar24.com/assets/airlines/logotypes/2119.png,2024-02-09 12:15:35.340320
1379,Spain - Air Force,AME,,98,https://www.flightradar24.com/static/images/data/operators/AME_logo0.png,2024-02-09 12:15:35.340320
1380,Spain - Army,ETF,,29,placeholder,2024-02-09 12:15:35.340320
1381,Spain - Coast Guard,SSM,,19,placeholder,2024-02-09 12:15:35.340320
1382,Spain - Guardia Civil,DGC,,17,placeholder,2024-02-09 12:15:35.340320
1383,Spain - National Police,DGP,,1,placeholder,2024-02-09 12:15:35.340320
1384,Sparfell Luftfahrt,LDX,,8,https://images.flightradar24.com/assets/airlines/logotypes/1713.png,2024-02-09 12:15:35.340320
1385,Spartan College of Aeronautics and Technology,SCU,,34,placeholder,2024-02-09 12:15:35.340320
1386,Specialist Aviation Services,PLC,,13,placeholder,2024-02-09 12:15:35.340320
1387,SpiceJet,SEJ,SG,47,https://images.flightradar24.com/assets/airlines/logotypes/687.png,2024-02-09 12:15:35.340320
1388,Spirit Airlines,NKS,NK,207,https://images.flightradar24.com/assets/airlines/logotypes/411.png,2024-02-09 12:15:35.340320
1389,SpiritJets,SJJ,,6,placeholder,2024-02-09 12:15:35.340320
1390,Spree Flug,SFG,,3,placeholder,2024-02-09 12:15:35.340320
1391,Spring Airlines,CQH,9C,123,https://www.flightradar24.com/static/images/data/operators/CQH_logo0.png,2024-02-09 12:15:35.340320
1392,Spring Japan,SJO,IJ,5,https://images.flightradar24.com/assets/airlines/logotypes/1471.png,2024-02-09 12:15:35.340320
1393,SprintAir,SRN,P8,20,https://images.flightradar24.com/assets/airlines/logotypes/1103.png,2024-02-09 12:15:35.340320
1394,SR Jet,QSR,,1,placeholder,2024-02-09 12:15:35.340320
1395,SriLankan Airlines,ALK,UL,23,https://images.flightradar24.com/assets/airlines/logotypes/66.png,2024-02-09 12:15:35.340320
1396,Sriwijaya Air,SJY,SJ,4,https://www.flightradar24.com/static/images/data/operators/SJY_logo0.png,2024-02-09 12:15:35.340320
1397,St Barth Commuter,SBU,PV,6,https://images.flightradar24.com/assets/airlines/logotypes/1196.png,2024-02-09 12:15:35.340320
1398,St Barth Executive,STB,LE,4,https://images.flightradar24.com/assets/airlines/logotypes/1941.png,2024-02-09 12:15:35.340320
1399,STAjets,KFB,,2,placeholder,2024-02-09 12:15:35.340320
1400,Star Air,SDG,S5,8,https://images.flightradar24.com/assets/airlines/logotypes/650.png,2024-02-09 12:15:35.340320
1401,Star Air Cargo,BRH,,8,placeholder,2024-02-09 12:15:35.340320
1402,Star East Airlines,SEK,4R,1,placeholder,2024-02-09 12:15:35.340320
1403,Star Peru,SRU,2I,10,placeholder,2024-02-09 12:15:35.340320
1404,Star Wings,STQ,,7,https://images.flightradar24.com/assets/airlines/logotypes/1565.png,2024-02-09 12:15:35.340320
1405,Star Work Sky,SWP,,9,placeholder,2024-02-09 12:15:35.340320
1406,Starflyer,SFJ,7G,12,https://images.flightradar24.com/assets/airlines/logotypes/690.png,2024-02-09 12:15:35.340320
1407,Starlink Aviation,TLK,Q4,8,https://images.flightradar24.com/assets/airlines/logotypes/1420.png,2024-02-09 12:15:35.340320
1408,Starlite Aviation,TRL,,7,placeholder,2024-02-09 12:15:35.340320
1409,Starlux,SJX,JX,21,https://images.flightradar24.com/assets/airlines/logotypes/1555.png,2024-02-09 12:15:35.340320
1410,Sterling Aviation,NSH,,9,https://images.flightradar24.com/assets/airlines/logotypes/1881.png,2024-02-09 12:15:35.340320
1411,Su Airlines,SUE,,2,placeholder,2024-02-09 12:15:35.340320
1412,Suburban Air Freight,SUB,,17,placeholder,2024-02-09 12:15:35.340320
1413,Sudan Airways,SUD,SD,2,https://www.flightradar24.com/static/images/data/operators/SUD_logo0.png,2024-02-09 12:15:35.340320
1414,Summit Air,SUT,,19,https://images.flightradar24.com/assets/airlines/logotypes/1984.png,2024-02-09 12:15:35.340320
1415,Summit Aviation,YEL,,19,placeholder,2024-02-09 12:15:35.340320
1416,Sun Country Airlines,SCX,SY,43,https://www.flightradar24.com/static/images/data/operators/SCX_logo0.png,2024-02-09 12:15:35.340320
1417,Sun-Air,SUS,EZ,12,https://images.flightradar24.com/assets/airlines/logotypes/326.png,2024-02-09 12:15:35.340320
1418,Sunclass Airlines,VKG,DK,14,https://images.flightradar24.com/assets/airlines/logotypes/424.png,2024-02-09 12:15:35.340320
1419,Sundair,SDR,SR,7,https://images.flightradar24.com/assets/airlines/logotypes/352.png,2024-02-09 12:15:35.340320
1420,Sundt Air,AKK,,2,placeholder,2024-02-09 12:15:35.340320
1421,Sundt Air,MDT,,1,https://images.flightradar24.com/assets/airlines/logotypes/1426.png,2024-02-09 12:15:35.340320
1422,SunExpress,SXS,XQ,66,https://www.flightradar24.com/static/images/data/operators/SXS_logo0.png,2024-02-09 12:15:35.340320
1423,Sunkar Air,BBK,,2,placeholder,2024-02-09 12:15:35.340320
1424,Sunlight Air,RLB,2R,3,https://images.flightradar24.com/assets/airlines/logotypes/2112.png,2024-02-09 12:15:35.340320
1425,Sunrise Airways,KSZ,S6,2,placeholder,2024-02-09 12:15:35.340320
1426,Sunwest Aviation,CNK,,23,https://images.flightradar24.com/assets/airlines/logotypes/1322.png,2024-02-09 12:15:35.340320
1427,Sunwing Airlines,SWG,WG,32,https://images.flightradar24.com/assets/airlines/logotypes/602.png,2024-02-09 12:15:35.340320
1428,Suparna Airlines,YZR,Y8,14,https://images.flightradar24.com/assets/airlines/logotypes/764.png,2024-02-09 12:15:35.340320
1429,Super Air Jet,SJV,IU,60,https://images.flightradar24.com/assets/airlines/logotypes/1693.png,2024-02-09 12:15:35.340320
1430,Supernova Airlines,NPG,P7,1,placeholder,2024-02-09 12:15:35.340320
1431,Surf Air,URF,,10,https://images.flightradar24.com/assets/airlines/logotypes/573.png,2024-02-09 12:15:35.340320
1432,Surinam Airways,SLM,PY,3,https://www.flightradar24.com/static/images/data/operators/SLM_logo0.png,2024-02-09 12:15:35.340320
1433,Susi Air,SQS,,16,placeholder,2024-02-09 12:15:35.340320
1434,Svensk Luftambulans,SWV,,6,placeholder,2024-02-09 12:15:35.340320
1435,Svenskt Ambulansflyg,SWE,,6,https://images.flightradar24.com/assets/airlines/logotypes/1854.png,2024-02-09 12:15:35.340320
1436,SVG Air,SVD,,4,placeholder,2024-02-09 12:15:35.340320
1437,Sweden - Armed Forces,SVF,,54,https://images.flightradar24.com/assets/airlines/logotypes/2389.png,2024-02-09 12:15:35.340320
1438,Sweden - Police,POL,,1,placeholder,2024-02-09 12:15:35.340320
1439,Sweden - Swedish Maritime Administration,HMF,,7,https://images.flightradar24.com/assets/airlines/logotypes/478.png,2024-02-09 12:15:35.340320
1440,Swift Copters,WFC,,12,placeholder,2024-02-09 12:15:35.340320
1441,Swiftair,SWT,WT,42,https://images.flightradar24.com/assets/airlines/logotypes/604.png,2024-02-09 12:15:35.340320
1442,Swiftair Hellas,MDF,,2,https://images.flightradar24.com/assets/airlines/logotypes/474.png,2024-02-09 12:15:35.340320
1443,Swiss,SWR,LX,88,https://images.flightradar24.com/assets/airlines/logotypes/9.png,2024-02-09 12:15:35.340320
1444,Swiss Flight Services,SFS,,10,placeholder,2024-02-09 12:15:35.340320
1445,Swiss Helicopter,HSI,,2,placeholder,2024-02-09 12:15:35.340320
1446,Swiss Private Jet,SWW,,2,https://images.flightradar24.com/assets/airlines/logotypes/2100.png,2024-02-09 12:15:35.340320
1447,Switzerland - Air Force,SUI,,3,placeholder,2024-02-09 12:15:35.340320
1448,SXM Airways,SXM,,2,placeholder,2024-02-09 12:15:35.340320
1449,Sylt Air,AWU,7E,10,https://images.flightradar24.com/assets/airlines/logotypes/625.png,2024-02-09 12:15:35.340320
1450,Syrian Air,SYR,RB,8,https://images.flightradar24.com/assets/airlines/logotypes/119.png,2024-02-09 12:15:35.340320
1451,T'way Air,TWB,TW,30,https://www.flightradar24.com/static/images/data/operators/TWB_logo0.png,2024-02-09 12:15:35.340320
1452,TAAG Angola Airlines,DTA,DT,19,https://www.flightradar24.com/static/images/data/operators/DTA_logo0.png,2024-02-09 12:15:35.340320
1453,TAB Cargo,BOL,2L,1,https://www.flightradar24.com/static/images/data/operators/BOL_logo0.png,2024-02-09 12:15:35.340320
1454,Taban Airlines,TBN,,6,https://images.flightradar24.com/assets/airlines/logotypes/796.png,2024-02-09 12:15:35.340320
1455,TAG Aviation,VIP,,17,placeholder,2024-02-09 12:15:35.340320
1456,TAG Aviation Asia,TBJ,,1,placeholder,2024-02-09 12:15:35.340320
1457,TAG Aviation Malta,TEU,,8,placeholder,2024-02-09 12:15:35.340320
1458,TagAirlines,TGU,5U,4,placeholder,2024-02-09 12:15:35.340320
1459,Taiga Air,TGA,,2,placeholder,2024-02-09 12:15:35.340320
1460,Tailwind Airlines,TWI,TI,6,https://www.flightradar24.com/static/images/data/operators/TWI_logo0.png,2024-02-09 12:15:35.340320
1461,Talon Air,TFF,,11,placeholder,2024-02-09 12:15:35.340320
1462,Tanana Air Service,TNR,Z3,2,placeholder,2024-02-09 12:15:35.340320
1463,TAP Air Portugal,TAP,TP,101,https://images.flightradar24.com/assets/airlines/logotypes/115.png,2024-02-09 12:15:35.340320
1464,TAR Aerolineas,LCT,YQ,5,https://images.flightradar24.com/assets/airlines/logotypes/1218.png,2024-02-09 12:15:35.340320
1465,Tarco Aviation,TQQ,3T,10,https://images.flightradar24.com/assets/airlines/logotypes/1257.png,2024-02-09 12:15:35.340320
1466,Tarom,ROT,RO,17,https://www.flightradar24.com/static/images/data/operators/ROT_logo0.png,2024-02-09 12:15:35.340320
1467,Tashkent Air,TSK,,1,placeholder,2024-02-09 12:15:35.340320
1468,Tassili Airlines,DTH,SF,15,https://www.flightradar24.com/static/images/data/operators/DTH_logo0.png,2024-02-09 12:15:35.340320
1469,Tatra JET,TTJ,,1,placeholder,2024-02-09 12:15:35.340320
1470,Tbilisi Airways,TBC,TD,1,placeholder,2024-02-09 12:15:35.340320
1471,Team Global Express,TFX,,18,https://images.flightradar24.com/assets/airlines/logotypes/1355.png,2024-02-09 12:15:35.340320
1472,Terra Avia,TVR,T8,6,placeholder,2024-02-09 12:15:35.340320
1473,Texel Air,XLR,,3,placeholder,2024-02-09 12:15:35.340320
1474,Tez Jet Airlines,TEZ,K9,3,https://images.flightradar24.com/assets/airlines/logotypes/552.png,2024-02-09 12:15:35.340320
1475,Thai Airways,THA,TG,76,https://images.flightradar24.com/assets/airlines/logotypes/22.png,2024-02-09 12:15:35.340320
1476,Thai Lion Air,TLM,SL,17,https://www.flightradar24.com/static/images/data/operators/TLM_logo0.png,2024-02-09 12:15:35.340320
1477,Thalair,TLJ,,2,placeholder,2024-02-09 12:15:35.340320
1478,Thales UK Flight Inspection Service,CLB,,1,placeholder,2024-02-09 12:15:35.340320
1479,The Little Jet Company,LJC,,6,https://images.flightradar24.com/assets/airlines/logotypes/1788.png,2024-02-09 12:15:35.340320
1480,Thrive,TIV,,18,https://images.flightradar24.com/assets/airlines/logotypes/1878.png,2024-02-09 12:15:35.340320
1481,Thrust Flight,TRF,,8,placeholder,2024-02-09 12:15:35.340320
1482,Thunder Airlines,THU,,14,placeholder,2024-02-09 12:15:35.340320
1483,Tianjin Air Cargo,CTJ,HT,8,placeholder,2024-02-09 12:15:35.340320
1484,Tianjin Airlines,GCR,GS,94,https://www.flightradar24.com/static/images/data/operators/GCR_logo0.png,2024-02-09 12:15:35.340320
1485,Tibet Airlines,TBA,TV,42,https://www.flightradar24.com/static/images/data/operators/TBA_logo0.png,2024-02-09 12:15:35.340320
1486,Tigerair Taiwan,TTW,IT,16,https://images.flightradar24.com/assets/airlines/logotypes/1247.png,2024-02-09 12:15:35.340320
1487,Time Air,TIE,,9,https://images.flightradar24.com/assets/airlines/logotypes/1708.png,2024-02-09 12:15:35.340320
1488,Titan Airways,AWC,ZT,9,https://images.flightradar24.com/assets/airlines/logotypes/448.png,2024-02-09 12:15:35.340320
1489,Total Express,TOT,,1,placeholder,2024-02-09 12:15:35.340320
1490,Toyo Aviation,TOY,,6,https://images.flightradar24.com/assets/airlines/logotypes/1901.png,2024-02-09 12:15:35.340320
1491,Trade Air,TDR,C3,4,https://images.flightradar24.com/assets/airlines/logotypes/843.png,2024-02-09 12:15:35.340320
1492,Tradewind Aviation,GPD,TJ,23,https://images.flightradar24.com/assets/airlines/logotypes/1153.png,2024-02-09 12:15:35.340320
1493,Trans Air Congo,TSG,Q8,4,https://images.flightradar24.com/assets/airlines/logotypes/397.png,2024-02-09 12:15:35.340320
1494,Trans Guyana Airways,TGY,,13,https://images.flightradar24.com/assets/airlines/logotypes/354.png,2024-02-09 12:15:35.340320
1495,Trans Island Airways,GGT,,3,https://images.flightradar24.com/assets/airlines/logotypes/2037.png,2024-02-09 12:15:35.340320
1496,Trans Maldivian Airways,TMW,,64,https://images.flightradar24.com/assets/airlines/logotypes/884.png,2024-02-09 12:15:35.340320
1497,Transair,GTS,R2,4,https://images.flightradar24.com/assets/airlines/logotypes/1859.png,2024-02-09 12:15:35.340320
1498,Transair,MUI,R9,11,placeholder,2024-02-09 12:15:35.340320
1499,Transavia,TRA,HV,116,https://www.flightradar24.com/static/images/data/operators/TRA_logo0.png,2024-02-09 12:15:35.340320
1500,Transaviabaltika,KTB,,5,https://images.flightradar24.com/assets/airlines/logotypes/1352.png,2024-02-09 12:15:35.340320
1501,Transaviaexport Airlines,TXC,,4,placeholder,2024-02-09 12:15:35.340320
1502,TransNusa,TNU,8B,6,https://images.flightradar24.com/assets/airlines/logotypes/353.png,2024-02-09 12:15:35.340320
1503,Travel Management Company,TMC,,2,placeholder,2024-02-09 12:15:35.340320
1504,Travira Air,TVV,,13,https://images.flightradar24.com/assets/airlines/logotypes/2491.png,2024-02-09 12:15:35.340320
1505,Travya,CEO,,2,placeholder,2024-02-09 12:15:35.340320
1506,Trident Aircraft,WMN,,5,https://images.flightradar24.com/assets/airlines/logotypes/2408.png,2024-02-09 12:15:35.340320
1507,Trigana Air,TGN,IL,11,https://images.flightradar24.com/assets/airlines/logotypes/555.png,2024-02-09 12:15:35.340320
1508,Tropic Air,TOS,9N,4,placeholder,2024-02-09 12:15:35.340320
1509,Tropic Ocean Airways,FTO,TI,1,placeholder,2024-02-09 12:15:35.340320
1510,Tsaradia,TDS,TZ,4,https://images.flightradar24.com/assets/airlines/logotypes/632.png,2024-02-09 12:15:35.340320
1511,TUI fly,TUI,X3,120,https://images.flightradar24.com/assets/airlines/logotypes/267.png,2024-02-09 12:15:35.340320
1512,Tulpar,RFE,,5,placeholder,2024-02-09 12:15:35.340320
1513,TUM AeroCarga,MCS,T2,6,placeholder,2024-02-09 12:15:35.340320
1514,Tunisair,TAR,TU,21,https://images.flightradar24.com/assets/airlines/logotypes/108.png,2024-02-09 12:15:35.340320
1515,Tunisia - Air Force,TUN,,5,placeholder,2024-02-09 12:15:35.340320
1516,Turkey - Air Force,HVK,,38,placeholder,2024-02-09 12:15:35.340320
1517,Turkish Airlines,THY,TK,345,https://images.flightradar24.com/assets/airlines/logotypes/39.png,2024-02-09 12:15:35.340320
1518,Turkmenistan - Government,TUG,,3,placeholder,2024-02-09 12:15:35.340320
1519,Turkmenistan Airlines,TUA,T5,23,https://images.flightradar24.com/assets/airlines/logotypes/430.png,2024-02-09 12:15:35.340320
1520,Turpial Airlines,VTU,T9,3,https://images.flightradar24.com/assets/airlines/logotypes/300.png,2024-02-09 12:15:35.340320
1521,Tus Air,CYF,U8,5,https://images.flightradar24.com/assets/airlines/logotypes/1358.png,2024-02-09 12:15:35.340320
1522,Twin Jet,TJT,T7,13,https://www.flightradar24.com/static/images/data/operators/TJT_logo0.png,2024-02-09 12:15:35.340320
1523,Tyrol Air Ambulance,TYW,,7,https://images.flightradar24.com/assets/airlines/logotypes/1225.png,2024-02-09 12:15:35.340320
1524,Tyrolean Jets & Services,TJS,,8,https://images.flightradar24.com/assets/airlines/logotypes/1227.png,2024-02-09 12:15:35.340320
1525,Uganda Airlines,UGD,UR,6,https://images.flightradar24.com/assets/airlines/logotypes/623.png,2024-02-09 12:15:35.340320
1526,Ukraine - State Air Traffic Service,UTS,,2,placeholder,2024-02-09 12:15:35.340320
1527,Ukraine Air Alliance,UKL,,2,https://images.flightradar24.com/assets/airlines/logotypes/1432.png,2024-02-09 12:15:35.340320
1528,Ukraine International Airlines,AUI,PS,7,https://www.flightradar24.com/static/images/data/operators/AUI_logo0.png,2024-02-09 12:15:35.340320
1529,ULS Airlines Cargo,KZU,GO,3,https://www.flightradar24.com/static/images/data/operators/KZU_logo0.png,2024-02-09 12:15:35.340320
1530,Ultimate Air Shuttle,UJC,UE,16,https://www.flightradar24.com/static/images/data/operators/UJC_logo0.png,2024-02-09 12:15:35.340320
1531,UND Aerospace,NDU,,191,placeholder,2024-02-09 12:15:35.340320
1532,UNI Air,UIA,B7,14,https://images.flightradar24.com/assets/airlines/logotypes/392.png,2024-02-09 12:15:35.340320
1533,Uni-Fly,UNC,,4,placeholder,2024-02-09 12:15:35.340320
1534,Uni-Fly Heliworx,UFX,,1,placeholder,2024-02-09 12:15:35.340320
1535,Unicair,UNI,,12,https://images.flightradar24.com/assets/airlines/logotypes/2492.png,2024-02-09 12:15:35.340320
1536,Union Aviation,UAG,,11,https://images.flightradar24.com/assets/airlines/logotypes/1853.png,2024-02-09 12:15:35.340320
1537,United Airlines,UAL,UA,1445,https://images.flightradar24.com/assets/airlines/logotypes/29.png,2024-02-09 12:15:35.340320
1538,United Arab Emirates - Air Force,UAF,,49,placeholder,2024-02-09 12:15:35.340320
1539,United Aviate Academy,VAR,,34,placeholder,2024-02-09 12:15:35.340320
1540,United Eagle,UEE,,3,placeholder,2024-02-09 12:15:35.340320
1541,United Kingdom - Air Ambulance,HLE,,44,placeholder,2024-02-09 12:15:35.340320
1542,United Kingdom - Army Air Corps,AAC,,140,placeholder,2024-02-09 12:15:35.340320
1543,United Kingdom - Royal Air Force,RFR,,380,https://images.flightradar24.com/assets/airlines/logotypes/2400.png,2024-02-09 12:15:35.340320
